id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
126957.SMAR011666-P	0	3	4140	1	100	100%
477184.KYC_04157	0	3	45	0	64.44%	1%
1460635.JCM19038_17	0	3	38	0	63.16%	0%
126957.SMAR010270-P	1	1	2348	1	100	100%
226899.F0XIU3	2	6	1974	1	100	100%
40384.G7XZH0	2	6	505	0	70.30%	25%
5059.CADAFLAP000070	2	6	505	0	80.20%	25%
5062.CADAORAP000085	2	6	505	0	99.80%	25%
33178.CADATEAP00004	2	6	503	0	80.32%	25%
43228.XP_007737577.	2	6	500	0	63.80%	25%
34740.HMEL010504-PA	3	3	1920	1	100	100%
7091.BGIBMGA012996-	3	3	1404	0	65.74%	73%
13037.EHJ79161	3	3	505	0	80.79%	26%
7029.ACYPI004712-PA	4	2	1907	1	100	100%
7029.ACYPI005141-PA	4	2	621	0	87.60%	32%
936053.I1CLY3	5	1	1833	1	100	100%
126957.SMAR006885-P	6	1	1715	1	100	100%
34740.HMEL005804-PA	7	2	1696	1	100	100%
34740.HMEL003259-PA	7	2	569	0	64.50%	33%
529818.AMSG_05771T0	8	1	1675	1	100	100%
44056.XP_009041829.	9	2	1490	1	100	100%
44056.XP_009041828.	9	2	301	0	95.02%	20%
7029.ACYPI008961-PA	10	5	1488	1	100	100%
7029.ACYPI008680-PA	10	5	643	0	68.27%	43%
7029.ACYPI004299-PA	10	5	640	0	71.56%	43%
7029.ACYPI002396-PA	10	5	638	0	96.71%	42%
7029.ACYPI000437-PA	10	5	636	0	85.38%	42%
59538.XP_005969707.	11	10676	1470	1	100	100%
7213.XP_004528323.1	11	10676	762	0	78.61%	51%
WP_151331084.1	11	10676	646	0	69.97%	43%
A0A1B8P593	11	10676	623	0	66.61%	42%
A0A3M4G5M8	11	10676	604	0	75.33%	41%
A2W3C7	11	10676	603	0	72.31%	41%
WP_108448904.1	11	10676	597	0	82.08%	40%
WP_083970621.1	11	10676	593	0	99.16%	40%
WP_124803889.1	11	10676	593	0	98.99%	40%
A0A3M5NYB9	11	10676	592	0	87.50%	40%
WP_063079264.1	11	10676	591	0	81.73%	40%
WP_082481393.1	11	10676	590	0	81.36%	40%
A0A1X7H2X2	11	10676	587	0	70.36%	39%
WP_051511403.1	11	10676	587	0	72.91%	39%
WP_024302042.1	11	10676	586	0	65.87%	39%
WP_084710069.1	11	10676	586	0	80.20%	39%
WP_122471491.1	11	10676	585	0	99.15%	39%
WP_122630519.1	11	10676	585	0	98.97%	39%
A0A0P9V8P2	11	10676	582	0	92.10%	39%
hjo:AY555_10375	11	10676	581	0	66.44%	39%
WP_085277200.1	11	10676	581	0	95.35%	39%
WP_135190127.1	11	10676	581	0	78.66%	39%
A0A3M5T491	11	10676	581	0	91.05%	39%
1112217.PPL19_07931	11	10676	580	0	76.90%	39%
A0A257C7S3	11	10676	580	0	98.28%	39%
A0A2Z5A4E4	11	10676	580	0	97.59%	39%
WP_017641692.1	11	10676	580	0	97.93%	39%
WP_027597346.1	11	10676	580	0	98.45%	39%
WP_027600605.1	11	10676	580	0	98.62%	39%
WP_042134721.1	11	10676	580	0	98.28%	39%
WP_044342491.1	11	10676	580	0	98.10%	39%
WP_058791778.1	11	10676	580	0	98.97%	39%
WP_059228349.1	11	10676	580	0	96.90%	39%
WP_059313125.1	11	10676	580	0	97.93%	39%
WP_064309160.1	11	10676	580	0	98.28%	39%
WP_093255200.1	11	10676	580	0	98.10%	39%
WP_115946304.1	11	10676	580	0	97.93%	39%
WP_133860062.1	11	10676	580	0	97.59%	39%
WP_144945274.1	11	10676	580	0	98.79%	39%
WP_144960918.1	11	10676	580	0	98.45%	39%
WP_145008380.1	11	10676	580	0	96.72%	39%
WP_145153769.1	11	10676	580	0	98.97%	39%
WP_145248871.1	11	10676	580	0	98.62%	39%
WP_097085400.1	11	10676	580	0	81.90%	39%
WP_008955514.1	11	10676	580	0	94.66%	39%
A0A0P9YEQ2	11	10676	580	0	98.10%	39%
A0A0N8RKJ4	11	10676	580	0	92.07%	39%
WP_140219411.1	11	10676	579	0	95.85%	39%
A0A3M4F5F5	11	10676	579	0	94.99%	39%
WP_113888267.1	11	10676	579	0	70.81%	39%
WP_014086589.1	11	10676	579	0	94.65%	39%
WP_013953721.1	11	10676	579	0	85.15%	39%
WP_066613813.1	11	10676	579	0	83.42%	39%
WP_115432869.1	11	10676	579	0	91.36%	39%
ppsl:BJP27_13475	11	10676	578	0	95.85%	39%
WP_058766554.1	11	10676	578	0	96.37%	39%
WP_058783391.1	11	10676	578	0	96.71%	39%
1217658.F987_02328	11	10676	578	0	90.66%	39%
N8QW54	11	10676	578	0	90.48%	39%
R9AZW9	11	10676	578	0	90.31%	39%
N9ST84	11	10676	578	0	89.79%	39%
WP_109149907.1	11	10676	578	0	94.98%	39%
WP_088967512.1	11	10676	578	0	82.70%	39%
1366050.N234_32230	11	10676	578	0	95.16%	39%
WP_010811005.1	11	10676	578	0	97.75%	39%
WP_035825444.1	11	10676	578	0	97.40%	39%
WP_058696600.1	11	10676	578	0	97.75%	39%
WP_114133217.1	11	10676	578	0	97.23%	39%
A0A0P9XWZ7	11	10676	578	0	92.56%	39%
WP_012602194.1	11	10676	577	0	85.96%	39%
eci:UTI89_C0340	11	10676	577	0	90.12%	39%
1235457.C404_19890	11	10676	577	0	74.52%	39%
264198.Reut_B5834	11	10676	577	0	84.23%	39%
A0A367NCA1	11	10676	576	0	77.43%	39%
gbc:GbCGDNIH3_1607	11	10676	576	0	73.26%	39%
388051.AUFE01000021	11	10676	576	0	94.79%	39%
WP_012356629.1	11	10676	576	0	93.06%	39%
WP_025585374.1	11	10676	576	0	92.88%	39%
WP_062803525.1	11	10676	576	0	93.06%	39%
WP_078200978.1	11	10676	576	0	97.05%	39%
WP_111516816.1	11	10676	576	0	93.06%	39%
WP_115213025.1	11	10676	576	0	97.22%	39%
WP_115666245.1	11	10676	576	0	92.88%	39%
WP_115678515.1	11	10676	576	0	92.53%	39%
WP_115683499.1	11	10676	576	0	93.23%	39%
WP_115690920.1	11	10676	576	0	92.88%	39%
WP_115701876.1	11	10676	576	0	92.71%	39%
WP_115713770.1	11	10676	576	0	92.53%	39%
WP_116293305.1	11	10676	576	0	93.06%	39%
WP_116296832.1	11	10676	576	0	93.06%	39%
WP_116311177.1	11	10676	576	0	93.06%	39%
WP_116325003.1	11	10676	576	0	92.88%	39%
WP_116332657.1	11	10676	576	0	93.23%	39%
WP_116341409.1	11	10676	576	0	92.88%	39%
WP_116380590.1	11	10676	576	0	93.06%	39%
WP_133095836.1	11	10676	576	0	94.10%	39%
A0A3M4VIT7	11	10676	576	0	92.88%	39%
WP_019473138.1	11	10676	576	0	80.21%	39%
A0A0N8QI12	11	10676	576	0	91.84%	39%
A0A0P9JN57	11	10676	576	0	92.36%	39%
A0A0P9PRD3	11	10676	576	0	93.40%	39%
A0A0P9RVV3	11	10676	576	0	92.71%	39%
A0A0P9WF48	11	10676	576	0	92.53%	39%
A0A0Q0B1H8	11	10676	576	0	92.53%	39%
A0A0Q0EL95	11	10676	576	0	92.36%	39%
A0A3M3GI19	11	10676	576	0	92.36%	39%
A0A3M3KW17	11	10676	576	0	90.97%	39%
A0A3M3L8Q3	11	10676	576	0	91.49%	39%
A0A3M3LQZ5	11	10676	576	0	91.49%	39%
A0A3M3MF34	11	10676	576	0	91.49%	39%
