id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
316067.Geob_2581	0	1	956	1	100	100%
91464.S7335_1681	1	1	937	1	100	100%
113477559	2	1	936	1	100	100%
428209487	3	6	925	1	100	100%
427715459	3	6	468	0	80.56%	50%
440681793	3	6	462	0	91.56%	49%
533240.CRC_02884	3	6	460	0	81.09%	49%
428309603	3	6	459	0	86.49%	49%
551115.Aazo_1350	3	6	455	0	90.99%	49%
209966926	4	1	924	1	100	100%
118581891	5	4	919	1	100	100%
243231.GSU2806	5	4	919	0	81.83%	100%
404495527	5	4	919	0	92.27%	100%
351605.Gura_1201	5	4	917	0	82.12%	99%
404380.Gbem_2077	6	4	918	1	100	100%
443143.GM18_1865	6	4	918	0	92.48%	100%
443144.GM21_2142	6	4	918	0	96.84%	100%
398767.Glov_0639	6	4	915	0	80.00%	99%
404589.Anae109_3027	7	1	917	1	100	100%
379010659	8	1	906	1	100	100%
720554.Clocl_1267	9	1	900	1	100	100%
642492.Clole_0458	10	1	897	1	100	100%
290402.Cbei_2005	11	1	896	1	100	100%
509191.AcelC_020100	12	20	273	1	100	100%
A0A0L6JX79	12	20	273	0	93.77%	100%
G8LZL7	12	20	273	0	93.04%	100%
A0A0B5G2M7	12	20	128	0	94.53%	46%
F1C9B1	12	20	128	0	96.09%	46%
F1C9S7	12	20	128	0	94.53%	46%
F1CAP9	12	20	128	0	95.31%	46%
I1VWX5	12	20	128	0	96.88%	46%
I1VWY5	12	20	128	0	93.75%	46%
J7HCX9	12	20	128	0	96.88%	46%
A0A1J0MUY6	12	20	125	0	92.00%	45%
A0A1J0MUZ9	12	20	125	0	94.40%	45%
A0A1J0MV01	12	20	125	0	93.60%	45%
Q19M01	12	20	119	0	93.28%	43%
Q19LW0	12	20	118	0	94.07%	43%
Q19LX5	12	20	118	0	97.46%	43%
Q19M02	12	20	118	0	90.68%	43%
Q19M03	12	20	118	0	95.76%	43%
Q19M06	12	20	118	0	92.37%	43%
A0A1U8ZP46	12	20	82	0	92.68%	30%
748727.CLJU_c04960	13	1	895	1	100	100%
632245.CLP_0743	14	1	888	1	100	100%
573061.Clocel_2830	15	1	885	1	100	100%
588581.Cpap_0917	16	2	884	1	100	100%
755731.Clo1100_2599	16	2	884	0	93.67%	100%
206891109	17	1	851	1	100	100%
188937.MA2032	18	2	755	1	100	100%
O93630	18	2	142	0	92.96%	18%
177437.HRM2_08720	19	1	746	1	100	100%
269797.Mbar_A2703	20	2	746	1	100	100%
A0A0G3CBJ4	20	2	745	0	96.24%	99%
138119.DSY3862	21	1	742	1	100	100%
545694.TREPR_0541	22	1	733	1	100	100%
485916.Dtox_0404	23	1	731	1	100	100%
545695.TREAZ_2259	24	1	731	1	100	100%
A0A1C5SKR9	25	1	729	1	100	100%
A0A1C5ZV63	26	2	729	1	100	100%
A0A1C6HRI9	26	2	729	0	99.59%	100%
323259.Mhun_0280	27	1	728	1	100	100%
A0A1V6B424	28	1	728	1	100	100%
879308.HMPREF9130_0	29	1	723	1	100	100%
A0A0N8NSY7	30	1	722	1	100	100%
e9e278fb323fb893af5	31	2	683	1	100	100%
A0A089IU53	31	2	469	0	82.52%	68%
417bdbf398c6959652b	32	39	648	1	100	100%
W0IT47	32	39	526	0	96.20%	81%
47281c83106050347b5	32	39	525	0	82.10%	81%
Q07JS5	32	39	524	0	80.53%	80%
Q20XD1	32	39	524	0	94.27%	80%
735f72898af96b498b7	32	39	523	0	82.79%	80%
C6C9W6	32	39	523	0	94.07%	80%
E3I2V2	32	39	523	0	81.07%	80%
A0A0G4JW27	32	39	522	0	92.15%	80%
7a7ed0e9f180dca5793	32	39	522	0	83.33%	80%
9872abb622b4fb29479	32	39	522	0	83.72%	80%
9892a1291136148e873	32	39	522	0	83.33%	80%
A0A182D3R1	32	39	522	0	80.65%	80%
E6VMV0	32	39	522	0	82.95%	80%
Q6N9U9	32	39	522	0	98.08%	80%
ee48d9a93faef8858cb	32	39	522	0	82.57%	80%
M1MG12	32	39	522	0	81.80%	80%
A0A075KGP1	32	39	521	0	85.60%	80%
b9ab53d757f4d81160d	32	39	521	0	97.70%	80%
I8U0J7	32	39	521	0	93.09%	80%
A0A089LRS2	32	39	521	0	84.45%	80%
F0SYK8	32	39	521	0	88.29%	80%
