id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
A0A2W5ZA41	0	1	932	1	100	100%
1278308.KB907080_ge	1	1	721	1	100	100%
1089548.KI783301_ge	2	1	716	1	100	100%
1247726.MIM_c17110	3	1	653	1	100	100%
617140.AJZE01000050	4	1	647	1	100	100%
1267580.AF6_2481	5	4	640	1	100	100%
198467.NP92_07310	5	4	640	0	94.69%	100%
212640425	5	4	640	0	94.69%	100%
1297581.H919_11569	5	4	640	0	89.69%	100%
334143928	6	6	640	1	100	100%
717772.THIAE_04785	6	6	640	0	94.06%	100%
1123517.JOMR0100000	6	6	459	0	76.94%	71%
334143149	6	6	451	0	92.46%	70%
334143317	6	6	155	0	83.87%	24%
717772.THIAE_01275	6	6	155	0	95.48%	24%
1123514.KB905899_ge	7	19	453	1	100	100%
1123518.ARWI0100000	7	19	453	0	92.49%	100%
90814.KL370891_gene	7	19	453	0	93.82%	100%
WP_028487432.1	7	19	453	0	90.73%	100%
WP_130538305.1	7	19	453	0	91.61%	100%
WP_138563422.1	7	19	453	0	90.95%	100%
1123514.KB905899_ge	7	19	453	0	76.42%	100%
1123518.ARWI0100000	7	19	453	0	92.49%	100%
90814.KL370891_gene	7	19	453	0	93.82%	100%
WP_028487432.1	7	19	453	0	90.73%	100%
WP_130538305.1	7	19	453	0	91.61%	100%
WP_138563422.1	7	19	453	0	90.95%	100%
90813.JQMT01000001_	7	19	155	0	84.52%	34%
A0A2M7MBL5	7	19	155	0	81.29%	34%
WP_101839831.1	7	19	155	0	92.26%	34%
1168067.JAGP0100000	7	19	124	0	72.28%	27%
90813.JQMT01000001_	7	19	123	0	93.50%	27%
1123514.KB905900_ge	7	19	97	0	80.41%	21%
1123514.KB905900_ge	7	19	97	0	80.41%	21%
751994.AGIG01000035	8	10	438	1	100	100%
enm:EBS_0922	8	10	632	0	70.09%	144%
A0A2E9NR27	8	10	438	0	90.18%	100%
A0A2D7RFW2	8	10	426	0	91.08%	97%
A0A352K192	8	10	265	0	92.83%	60%
A0A2D7RFY3	8	10	101	0	82.18%	23%
A0A2E4KZC5	8	10	101	0	91.09%	23%
A0A2E5NFQ7	8	10	101	0	83.17%	23%
A0A2E9NR22	8	10	101	0	91.09%	23%
A0A2E9P5F5	8	10	101	0	98.02%	23%
1424334.W822_16020	9	1	632	1	100	100%
tho:SP60_05195	10	4	630	1	100	100%
118602204	10	4	629	0	88.55%	99%
148244322	10	4	629	0	86.65%	99%
ebh:BSEPE_0262	10	4	629	0	88.71%	99%
389872447	11	1	624	1	100	100%
744872.Spica_0137	12	1	619	1	100	100%
21673848	13	16	616	1	100	100%
290318.Cvib_0143	13	16	587	0	88.07%	95%
194335929	13	16	586	0	76.62%	95%
340177.Cag_1927	13	16	585	0	80.00%	94%
193212731	13	16	585	0	94.36%	94%
clz:BIU88_05975	13	16	584	0	87.84%	94%
proc:Ptc2401_00854	13	16	584	0	71.92%	94%
rfo:REIFOR_02323	13	16	582	0	70.10%	94%
A9Q6V5	13	16	342	0	90.35%	55%
A9Q6U5	13	16	342	0	95.03%	55%
A0A076KW86	13	16	342	0	71.64%	55%
A9Q6V4	13	16	334	0	84.73%	54%
A9Q6V3	13	16	320	0	92.19%	51%
W5VW32	13	16	251	0	71.71%	40%
W5W3I3	13	16	251	0	88.05%	40%
W5VWZ3	13	16	251	0	73.31%	40%
74316581	14	139	610	1	100	100%
1123393.KB891328_ge	14	139	581	0	88.30%	95%
WP_126462402.1	14	139	579	0	74.27%	94%
1123392.AQWL0100000	14	139	578	0	91.00%	94%
WP_043698892.1	14	139	576	0	73.26%	94%
WP_132963514.1	14	139	576	0	86.11%	94%
WP_143894211.1	14	139	576	0	95.83%	94%
WP_144324161.1	14	139	576	0	99.48%	94%
1348657.M622_12280	14	139	574	0	71.43%	94%
497321.C664_09913	14	139	574	0	92.86%	94%
thu:AC731_000140	14	139	574	0	92.86%	94%
