id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
7739.XP_002589016.1	0	890	1218	1	100	100%
6500.XP_005105922.1	0	890	458	0	44.32%	37%
192875.XP_004363817	0	890	452	0	45.80%	37%
320102479	0	890	430	0	43.02%	35%
44056.XP_009038451.	0	890	427	0	41.69%	35%
45351.EDO36761	0	890	423	0	52.25%	34%
A0A1X7APP3	0	890	410	0	40.00%	33%
136037.KDR06958	0	890	405	0	52.35%	33%
7719.XP_002121769.1	0	890	404	0	48.76%	33%
6087.XP_002154250.1	0	890	404	0	51.49%	33%
337745182	0	890	403	0	52.85%	33%
pmq:PM3016_779	0	890	403	0	99.01%	33%
7739.XP_002610180.1	0	890	402	0	85.07%	33%
I0BBZ1	0	890	402	0	98.76%	33%
mbs:MRBBS_3417	0	890	402	0	55.22%	33%
pgb:H744_2c1880	0	890	401	0	69.58%	32%
WP_119389095.1	0	890	401	0	41.15%	32%
vca:M892_26755	0	890	400	0	65.00%	32%
126957.SMAR012106-P	0	890	398	0	52.76%	32%
WP_126020834.1	0	890	398	0	61.81%	32%
10224.XP_006823762.	0	890	397	0	55.92%	32%
WP_085493550.1	0	890	397	0	54.41%	32%
A0A2U3KL99	0	890	397	0	46.60%	32%
WP_090572573.1	0	890	394	0	88.83%	32%
A0A379H770	0	890	394	0	53.30%	32%
WP_152148014.1	0	890	394	0	98.98%	32%
A0A2P1VUH8	0	890	393	0	96.95%	32%
A0A537NZL2	0	890	393	0	86.01%	32%
F5LSH0	0	890	392	0	61.73%	32%
A0A1I3TB98	0	890	390	0	74.36%	32%
WP_148929471.1	0	890	390	0	62.05%	32%
WP_116937695.1	0	890	390	0	54.10%	32%
J2DG43	0	890	389	0	61.18%	31%
kpa:KPNJ1_00045	0	890	389	0	99.49%	31%
R8ARQ2	0	890	389	0	98.46%	31%
5888.CAK64700	0	890	387	0	40.83%	31%
WP_111197560.1	0	890	386	0	69.95%	31%
rbar:AWN76_014410	0	890	384	0	50.52%	31%
WP_148598808.1	0	890	384	0	53.12%	31%
A0A1H6AXS3	0	890	384	0	90.89%	31%
WP_116729978.1	0	890	384	0	65.89%	31%
WP_144992018.1	0	890	383	0	53.52%	31%
A0A7C8F630	0	890	382	0	52.88%	31%
mars:A8C75_10770	0	890	382	0	60.47%	31%
A0A3E0NFA5	0	890	382	0	62.57%	31%
1118054.CAGW0100008	0	890	381	0	70.34%	31%
1410619.SRDD_26060	0	890	381	0	95.54%	31%
WP_145375230.1	0	890	381	0	53.54%	31%
WP_146369122.1	0	890	381	0	94.49%	31%
A0A6C8G570	0	890	380	0	80.79%	31%
M7RS61	0	890	380	0	98.95%	31%
V7IL96	0	890	380	0	99.74%	31%
WP_054026739.1	0	890	380	0	60.00%	31%
WP_076269747.1	0	890	380	0	92.63%	31%
1448139.AI20_09475	0	890	380	0	82.37%	31%
380703.AHA_1938	0	890	380	0	94.21%	31%
558884.JRGM01000180	0	890	380	0	94.74%	31%
A0A0D0QMF6	0	890	380	0	94.47%	31%
A0A165SPB7	0	890	380	0	95.26%	31%
A0A175VCL8	0	890	380	0	95.00%	31%
A0A1E4VFX1	0	890	380	0	95.53%	31%
A0A1E4WWD7	0	890	380	0	94.47%	31%
A0A1Q8F5Y2	0	890	380	0	95.79%	31%
A0A1S2D8G2	0	890	380	0	95.26%	31%
A0A261E7Z2	0	890	380	0	95.79%	31%
A0A2I8D1G8	0	890	380	0	93.95%	31%
A0A2N3IY01	0	890	380	0	95.79%	31%
A0A2R4TWM6	0	890	380	0	95.00%	31%
A0A2R7N5R7	0	890	380	0	95.53%	31%
A0A2S3XML2	0	890	380	0	95.53%	31%
A0A2S5FH72	0	890	380	0	94.74%	31%
A0A2T4MVS5	0	890	380	0	95.53%	31%
A0A3A9IUM7	0	890	380	0	94.74%	31%
A0A3N6UN91	0	890	380	0	96.32%	31%
A0A3Q8DPW9	0	890	380	0	94.74%	31%
A0A3S0XC26	0	890	380	0	93.95%	31%
A0A3T0ZYC5	0	890	380	0	93.42%	31%
A0A433GDE1	0	890	380	0	95.00%	31%
A0A443W1J3	0	890	380	0	93.68%	31%
A0A494U4U0	0	890	380	0	94.74%	31%
A0A4P7IRY9	0	890	380	0	95.26%	31%
A0A4R8U6A0	0	890	380	0	95.26%	31%
A0A4S5CEM4	0	890	380	0	95.00%	31%
A0A5F0KDY1	0	890	380	0	95.53%	31%
A0A653L3W6	0	890	380	0	95.53%	31%
A0A6G8SW82	0	890	380	0	95.00%	31%
A0A6I6HSM1	0	890	380	0	95.00%	31%
A0A6I6R877	0	890	380	0	95.53%	31%
A0A6M4XMN3	0	890	380	0	94.74%	31%
A0A6M4YRU0	0	890	380	0	92.63%	31%
A0A7D3V8J2	0	890	380	0	95.53%	31%
A0A7D5NSB5	0	890	380	0	94.21%	31%
A0A7G1L7D5	0	890	380	0	95.00%	31%
aaj:BOQ57_09770	0	890	380	0	93.42%	31%
ahh:RY45_10390	0	890	380	0	94.47%	31%
K1JQN1	0	890	380	0	95.26%	31%
WP_017779956.1	0	890	380	0	94.74%	31%
WP_019838680.1	0	890	380	0	95.53%	31%
WP_042028873.1	0	890	380	0	93.68%	31%
WP_045790000.1	0	890	380	0	94.21%	31%
WP_054545023.1	0	890	380	0	93.95%	31%
WP_144713462.1	0	890	380	0	94.47%	31%
WP_149152749.1	0	890	380	0	95.26%	31%
WP_042654116.1	0	890	380	0	84.21%	31%
WP_100860835.1	0	890	380	0	90.53%	31%
WP_076939812.1	0	890	380	0	84.21%	31%
WP_042234986.1	0	890	379	0	95.25%	31%
A0A2E8VVA9	0	890	379	0	52.77%	31%
A0A2R7Q1E3	0	890	379	0	94.99%	31%
A0A6G6NG14	0	890	379	0	94.72%	31%
A0A6M4Y9M6	0	890	379	0	94.99%	31%
arv:C7N77_15670	0	890	379	0	93.14%	31%
V9ZYU6	0	890	379	0	94.72%	31%
WP_033129633.1	0	890	379	0	93.67%	31%
WP_042071499.1	0	890	379	0	93.14%	31%
WP_069651134.1	0	890	379	0	93.93%	31%
WP_027252168.1	0	890	378	0	70.37%	31%
WP_120510869.1	0	890	378	0	94.18%	31%
WP_036752718.1	0	890	378	0	80.16%	31%
WP_046221246.1	0	890	378	0	89.95%	31%
A0A1N6ZF27	0	890	378	0	60.05%	31%
1123248.KB893321_ge	0	890	378	0	52.12%	31%
WP_106529911.1	0	890	378	0	72.49%	31%
A0A3M2EYE3	0	890	377	0	98.41%	30%
A0A1Y5DDA6	0	890	377	0	60.74%	30%
WP_135717631.1	0	890	377	0	96.29%	30%
A0A5J6WW31	0	890	377	0	75.86%	30%
WP_042045069.1	0	890	377	0	96.82%	30%
WP_065852643.1	0	890	377	0	81.17%	30%
WP_145251004.1	0	890	377	0	55.17%	30%
374309878	0	890	377	0	65.78%	30%
A0A5Q4EJX3	0	890	377	0	52.79%	30%
A0A524NL55	0	890	376	0	50.80%	30%
383762340	0	890	376	0	53.19%	30%
WP_039859610.1	0	890	376	0	76.86%	30%
209809579	0	890	376	0	81.38%	30%
A0A1H3BTQ4	0	890	376	0	60.37%	30%
WP_076312280.1	0	890	376	0	98.94%	30%
WP_091160342.1	0	890	376	0	92.29%	30%
A0A1Y5JW68	0	890	376	0	62.77%	30%
A0A7G8UMJ2	0	890	376	0	92.55%	30%
WP_108992719.1	0	890	376	0	97.07%	30%
WP_065387528.1	0	890	376	0	83.51%	30%
A0A168E7F9	0	890	376	0	97.61%	30%
A0A6G4A1D4	0	890	376	0	81.38%	30%
344747.PM8797T_0841	0	890	376	0	68.35%	30%
A0A517X4G7	0	890	376	0	98.40%	30%
WP_145223722.1	0	890	376	0	91.22%	30%
A0A517PGD3	0	890	376	0	78.99%	30%
A0A5A8B2X7	0	890	376	0	97.07%	30%
A0A6I6AAT9	0	890	376	0	97.07%	30%
WP_145035624.1	0	890	376	0	97.61%	30%
A0A517PZX2	0	890	376	0	89.89%	30%
A0A518FGS8	0	890	376	0	97.34%	30%
WP_145102922.1	0	890	376	0	96.81%	30%
283780904	0	890	375	0	53.60%	30%
WP_047875111.1	0	890	375	0	78.40%	30%
WP_076357652.1	0	890	375	0	70.93%	30%
A0A520QHJ7	0	890	375	0	72.53%	30%
A0A6L8V3H8	0	890	375	0	83.47%	30%
WP_145659527.1	0	890	375	0	95.47%	30%
WP_144028679.1	0	890	375	0	84.53%	30%
945550.VISI1226_097	0	890	374	0	82.35%	30%
1116375.VEJY3_16561	0	890	374	0	90.11%	30%
A0A1B1EHP0	0	890	374	0	90.11%	30%
A0A2A9G5Z4	0	890	374	0	95.19%	30%
A0A3B7D5G4	0	890	374	0	90.37%	30%
WP_069546537.1	0	890	374	0	94.92%	30%
WP_045955830.1	0	890	374	0	88.77%	30%
WP_080802763.1	0	890	374	0	60.70%	30%
WP_049868439.1	0	890	374	0	93.05%	30%
WP_126157471.1	0	890	374	0	76.74%	30%
WP_119440121.1	0	890	374	0	61.23%	30%
A0A518I4Y5	0	890	374	0	81.55%	30%
WP_145209558.1	0	890	374	0	95.72%	30%
A0A1V6F2H6	0	890	373	0	50.67%	30%
WP_094957893.1	0	890	373	0	79.89%	30%
WP_102404641.1	0	890	373	0	78.82%	30%
A0A5N8UKK4	0	890	373	0	60.05%	30%
spsw:Sps_04129	0	890	373	0	94.10%	30%
WP_144045470.1	0	890	373	0	97.59%	30%
A0A7C8D499	0	890	373	0	60.86%	30%
A0A1V4H7V5	0	890	373	0	99.73%	30%
WP_048387852.1	0	890	373	0	98.93%	30%
WP_105500182.1	0	890	373	0	82.84%	30%
A0A6I7P174	0	890	372	0	62.37%	30%
A0A6L6FWK9	0	890	372	0	79.84%	30%
A0A7D6P7T5	0	890	372	0	99.19%	30%
WP_009832292.1	0	890	372	0	71.77%	30%
