id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
A0A3M4DFR4	0	2038	941	1	100	100%
A0A0P9UIR3	0	2038	856	0	83.06%	90%
WP_094185911.1	0	2038	547	0	99.09%	58%
WP_085708035.1	0	2038	526	0	97.91%	55%
WP_085056784.1	0	2038	520	0	98.65%	55%
A0A1H2LH87	0	2038	439	0	62.41%	46%
932677.PAJ_1190	0	2038	433	0	60.28%	46%
J2X832	0	2038	433	0	81.99%	46%
A0A3M3YGF9	0	2038	430	0	77.44%	45%
A0A3M5ZLV5	0	2038	430	0	93.72%	45%
A0A0P9PEV1	0	2038	430	0	92.79%	45%
A0A3M3WX67	0	2038	430	0	93.26%	45%
A0A3M4UPR7	0	2038	430	0	93.95%	45%
A0A3M5BZ74	0	2038	430	0	93.95%	45%
A0A3M5HB65	0	2038	430	0	93.95%	45%
A0A3M5PNS4	0	2038	430	0	93.95%	45%
A0A3M5ZV62	0	2038	430	0	93.26%	45%
S6UVA5	0	2038	426	0	85.92%	45%
Q32X71	0	2038	425	0	83.06%	45%
1124983.PFLCHA0_c56	0	2038	423	0	92.67%	44%
WP_152899546.1	0	2038	422	0	92.18%	44%
W5XUQ5	0	2038	419	0	94.03%	44%
WP_083414487.1	0	2038	416	0	82.69%	44%
WP_104001875.1	0	2038	415	0	62.17%	44%
WP_132288650.1	0	2038	415	0	99.28%	44%
ege:EM595_0235	0	2038	408	0	81.62%	43%
A0A3M5U0M0	0	2038	408	0	95.34%	43%
pspw:BJG93_33570	0	2038	408	0	65.44%	43%
WP_120298555.1	0	2038	408	0	97.79%	43%
WP_121311176.1	0	2038	408	0	97.30%	43%
WP_134466695.1	0	2038	408	0	97.55%	43%
WP_082991880.1	0	2038	407	0	82.06%	43%
WP_108095621.1	0	2038	406	0	80.30%	43%
WP_110616176.1	0	2038	406	0	94.58%	43%
A0A1H5W3G0	0	2038	406	0	99.75%	43%
A0A4R1GNQ9	0	2038	406	0	99.01%	43%
A0A3M4QZR1	0	2038	404	0	88.37%	42%
izh:FEM41_01630	0	2038	403	0	76.67%	42%
A0A3D4WE92	0	2038	403	0	61.29%	42%
A0A1V9UVB6	0	2038	403	0	90.07%	42%
A0A0P9XXU6	0	2038	403	0	93.05%	42%
A0A3M5BJQ0	0	2038	403	0	92.80%	42%
WP_091362285.1	0	2038	401	0	71.57%	42%
WP_110384985.1	0	2038	400	0	72.50%	42%
A0A4R2YUI9	0	2038	400	0	81.00%	42%
por:APT59_19230	0	2038	400	0	97.75%	42%
WP_140218700.1	0	2038	400	0	99.00%	42%
A0A4R7WCT4	0	2038	400	0	87.00%	42%
A0A3M3XP52	0	2038	400	0	96.25%	42%
WP_105851184.1	0	2038	400	0	70.25%	42%
WP_152900489.1	0	2038	399	0	99.50%	42%
A0A1H9SEK8	0	2038	399	0	90.98%	42%
A0A3M4H9Y9	0	2038	399	0	96.49%	42%
A0A3D3KN82	0	2038	398	0	96.23%	42%
pali:A3K91_1274	0	2038	398	0	95.73%	42%
WP_095568440.1	0	2038	398	0	95.98%	42%
999541.bgla_2g29250	0	2038	398	0	98.99%	42%
WP_025098425.1	0	2038	398	0	100.00%	42%
WP_042284696.1	0	2038	398	0	99.75%	42%
WP_052142621.1	0	2038	398	0	99.50%	42%
WP_060001068.1	0	2038	398	0	99.25%	42%
WP_098151425.1	0	2038	398	0	99.50%	42%
WP_098182312.1	0	2038	398	0	99.50%	42%
WP_105819174.1	0	2038	398	0	99.50%	42%
WP_105850370.1	0	2038	398	0	99.75%	42%
WP_124096114.1	0	2038	398	0	99.75%	42%
A0A1A5XG23	0	2038	398	0	99.75%	42%
WP_080180752.1	0	2038	398	0	99.50%	42%
plf:PANA5342_2340	0	2038	397	0	99.75%	42%
WP_132922171.1	0	2038	397	0	80.60%	42%
A0A1G7YUY4	0	2038	397	0	90.93%	42%
C3VIT8	0	2038	396	0	81.57%	42%
A0A1L5PMD3	0	2038	396	0	82.83%	42%
WP_143490796.1	0	2038	396	0	90.40%	42%
A0A1C2DMH2	0	2038	395	0	91.14%	41%
A0A1H7CQT6	0	2038	395	0	91.39%	41%
A0A4R7VIT4	0	2038	395	0	91.65%	41%
plg:NCTC10937_04973	0	2038	395	0	95.44%	41%
WP_074886897.1	0	2038	395	0	91.14%	41%
WP_108121109.1	0	2038	395	0	91.14%	41%
WP_054044162.1	0	2038	395	0	96.46%	41%
WP_123513083.1	0	2038	395	0	96.46%	41%
bgp:BGL_2c29000	0	2038	395	0	90.13%	41%
bpla:bpln_2g29020	0	2038	395	0	90.38%	41%
A0A2S4LYW9	0	2038	395	0	81.52%	41%
207954.MED92_10469	0	2038	394	0	74.37%	41%
WP_127694008.1	0	2038	394	0	82.23%	41%
WP_136681041.1	0	2038	394	0	99.49%	41%
WP_091827334.1	0	2038	394	0	79.44%	41%
A0A257BU18	0	2038	393	0	97.96%	41%
A0A257E3L4	0	2038	393	0	96.44%	41%
poi:BOP93_23830	0	2038	393	0	96.69%	41%
WP_048722119.1	0	2038	393	0	96.95%	41%
WP_051448908.1	0	2038	393	0	97.20%	41%
WP_065950934.1	0	2038	393	0	96.44%	41%
WP_076953284.1	0	2038	393	0	96.95%	41%
WP_101273279.1	0	2038	393	0	97.46%	41%
WP_116626701.1	0	2038	393	0	97.46%	41%
WP_122675530.1	0	2038	393	0	97.46%	41%
WP_122681312.1	0	2038	393	0	97.71%	41%
WP_137199628.1	0	2038	393	0	96.18%	41%
WP_150054615.1	0	2038	393	0	97.46%	41%
WP_024656538.1	0	2038	393	0	90.08%	41%
626418.bglu_2g22300	0	2038	393	0	89.31%	41%
WP_113772289.1	0	2038	392	0	91.58%	41%
WP_111449569.1	0	2038	392	0	96.94%	41%
WP_123410560.1	0	2038	392	0	96.94%	41%
1278309.KB907101_ge	0	2038	391	0	71.61%	41%
A0A1H9HU82	0	2038	391	0	94.37%	41%
WP_119956497.1	0	2038	391	0	83.12%	41%
WP_137889113.1	0	2038	391	0	97.44%	41%
1042209.HK44_015300	0	2038	391	0	97.19%	41%
1144325.PMI22_04682	0	2038	391	0	97.19%	41%
1419583.V466_09705	0	2038	391	0	97.95%	41%
A0A4P6GEN4	0	2038	391	0	97.70%	41%
pfk:PFAS1_13845	0	2038	391	0	98.21%	41%
psil:PMA3_27715	0	2038	391	0	97.70%	41%
WP_007904211.1	0	2038	391	0	97.95%	41%
WP_007936504.1	0	2038	391	0	98.98%	41%
WP_008008218.1	0	2038	391	0	97.95%	41%
WP_008024195.1	0	2038	391	0	98.21%	41%
WP_008035918.1	0	2038	391	0	97.95%	41%
WP_008063276.1	0	2038	391	0	95.91%	41%
WP_008147176.1	0	2038	391	0	98.72%	41%
WP_010467136.1	0	2038	391	0	97.95%	41%
WP_021784512.1	0	2038	391	0	95.40%	41%
WP_026286622.1	0	2038	391	0	98.21%	41%
WP_026345945.1	0	2038	391	0	99.49%	41%
WP_027926707.1	0	2038	391	0	98.47%	41%
WP_028940269.1	0	2038	391	0	98.21%	41%
WP_030129983.1	0	2038	391	0	97.70%	41%
WP_031319161.1	0	2038	391	0	97.95%	41%
WP_034147405.1	0	2038	391	0	97.44%	41%
WP_045059947.1	0	2038	391	0	97.70%	41%
WP_046045356.1	0	2038	391	0	97.70%	41%
WP_046052386.1	0	2038	391	0	98.21%	41%
WP_048396406.1	0	2038	391	0	97.95%	41%
WP_052967134.1	0	2038	391	0	97.95%	41%
WP_054594333.1	0	2038	391	0	96.42%	41%
WP_054616838.1	0	2038	391	0	97.70%	41%
WP_056741287.1	0	2038	391	0	98.21%	41%
WP_059182065.1	0	2038	391	0	98.21%	41%
WP_059407407.1	0	2038	391	0	98.47%	41%
WP_063342342.1	0	2038	391	0	97.95%	41%
WP_064620785.1	0	2038	391	0	98.47%	41%
WP_071553089.1	0	2038	391	0	96.16%	41%
WP_074871424.1	0	2038	391	0	98.47%	41%
WP_077747301.1	0	2038	391	0	98.21%	41%
WP_083348687.1	0	2038	391	0	94.88%	41%
WP_084318408.1	0	2038	391	0	98.21%	41%
WP_086944448.1	0	2038	391	0	98.47%	41%
WP_090179041.1	0	2038	391	0	96.93%	41%
WP_092277213.1	0	2038	391	0	97.44%	41%
WP_094470324.1	0	2038	391	0	97.19%	41%
WP_095052652.1	0	2038	391	0	97.19%	41%
WP_095127198.1	0	2038	391	0	97.95%	41%
WP_095195888.1	0	2038	391	0	97.44%	41%
